"id","neighbourhood","minimum_nights","price"
17237922,"Williamsburg",2,160
17239807,"Crown Heights",2,45
4658293,"Windsor Terrace",2,198
17251611,"Astoria",2,40
17252037,"East Village",2,74
29677326,"St. Albans",2,298
17254855,"Greenpoint",2,70
17255526,"Bushwick",2,45
7206060,"Bushwick",2,90
17255913,"Hell's Kitchen",2,131
17257339,"St. George",2,180
29676417,"Kips Bay",2,39
26532680,"Fort Greene",2,70
17263550,"Harlem",2,58
17265284,"Sheepshead Bay",2,179
4660964,"Williamsburg",2,140
17267017,"Crown Heights",2,165
17267665,"Crown Heights",2,169
17268091,"Crown Heights",2,135
17269114,"Greenpoint",2,53
17269656,"Midtown",2,260
17270768,"Greenpoint",2,160
17278544,"Greenpoint",2,240
1802838,"Williamsburg",2,245
17281347,"Boerum Hill",2,149
8426309,"Clinton Hill",2,85
29672090,"Chinatown",2,121
17297014,"Chelsea",2,160
17297467,"Flatbush",2,65
17298590,"Greenpoint",2,175
17300167,"Williamsburg",2,144
29662414,"Williamsburg",2,250
17302836,"Upper East Side",2,95
17304795,"Upper West Side",2,100
8425148,"Lower East Side",2,205
7652877,"Upper East Side",2,205
25221993,"Williamsburg",2,140
17317934,"East Village",2,175
17318814,"Harlem",2,175
17326116,"East Village",2,175
25224320,"Bedford-Stuyvesant",2,85
29661817,"Lower East Side",2,125
8424350,"Hell's Kitchen",2,235
7206579,"Williamsburg",2,66
8423666,"Bellerose",2,65
17345621,"Crown Heights",2,100
29656859,"Jamaica",2,60
17347938,"Astoria",2,180
7652181,"Williamsburg",2,80
55467,"Williamsburg",2,140
17365005,"Roosevelt Island",2,58
29654321,"Williamsburg",2,250
29653847,"Prospect-Lefferts Gardens",2,165
25227326,"Williamsburg",2,125
17367004,"Chelsea",2,289
17367175,"Williamsburg",2,29
8420870,"Gramercy",2,190
17369078,"Crown Heights",2,70
17369530,"Washington Heights",2,75
8420572,"Bushwick",2,50
17380055,"Bedford-Stuyvesant",2,45
17381819,"Lower East Side",2,325
25229392,"East Harlem",2,99
7206796,"Fort Greene",2,225
17382679,"West Village",2,600
25230902,"East Village",2,200
27059366,"Upper West Side",2,250
29650402,"Prospect-Lefferts Gardens",2,860
17388041,"East Harlem",2,120
17396669,"Crown Heights",2,54
55498,"Bedford-Stuyvesant",2,71
17411672,"Bedford-Stuyvesant",2,98
27057237,"Prospect-Lefferts Gardens",2,200
17418006,"Cambria Heights",2,169
4680299,"Washington Heights",2,70
17420345,"East Flatbush",2,50
17420832,"Borough Park",2,110
25232254,"Inwood",2,359
8416681,"Lower East Side",2,60
25232501,"Long Island City",2,200
29646391,"Crown Heights",2,89
4681219,"Harlem",2,70
55668,"NoHo",2,130
17433538,"East Flatbush",2,88
660016,"Williamsburg",2,139
4691130,"Park Slope",2,70
17447168,"Williamsburg",2,56
29640481,"Hell's Kitchen",2,200
29636554,"Lower East Side",2,83
29635732,"Randall Manor",2,140
17457160,"Prospect Heights",2,64
7651474,"Bedford-Stuyvesant",2,155
27054761,"Bedford-Stuyvesant",2,158
17459930,"Williamsburg",2,69
17461281,"Harlem",2,69
17461341,"Bedford-Stuyvesant",2,60
17461591,"Hell's Kitchen",2,103
17463059,"Harlem",2,135
8416015,"Jackson Heights",2,104
661814,"Chelsea",2,250
17477830,"Bushwick",2,55
7216192,"Harlem",2,125
17478780,"Corona",2,149
665394,"Hell's Kitchen",2,220
1801130,"Park Slope",2,179
131154,"Greenpoint",2,165
17482187,"Kips Bay",2,133
17489509,"Greenpoint",2,150
4699535,"Fort Greene",2,145
29630907,"Lower East Side",2,125
7221239,"Boerum Hill",2,124
17496511,"SoHo",2,125
25248774,"East Village",2,74
17497867,"Williamsburg",2,60
17497948,"Civic Center",2,80
17500539,"Fort Hamilton",2,160
17500994,"Canarsie",2,59
17505594,"Harlem",2,85
17506469,"Williamsburg",2,110
1801036,"Williamsburg",2,45
17512553,"Williamsburg",2,68
4700265,"Williamsburg",2,70
25253576,"Bedford-Stuyvesant",2,95
8411226,"Harlem",2,50
8410796,"East Village",2,95
17520324,"Williamsburg",2,385
4701270,"Lower East Side",2,64
17524075,"Lower East Side",2,150
25255024,"Pelham Gardens",2,86
17524862,"Harlem",2,150
17525806,"East Flatbush",2,350
17526131,"Bedford-Stuyvesant",2,120
4701749,"Flatbush",2,50
17531524,"Clinton Hill",2,94
29630190,"Boerum Hill",2,65
17533091,"Upper East Side",2,99
8410347,"Washington Heights",2,70
4701802,"Boerum Hill",2,190
17539341,"Washington Heights",2,119
29629527,"Boerum Hill",2,174
17539808,"Bedford-Stuyvesant",2,55
17541761,"Bushwick",2,36
17543074,"Chinatown",2,275
26679556,"Morningside Heights",2,95
17545123,"Longwood",2,130
4708314,"Williamsburg",2,120
17545775,"Williamsburg",2,160
1798500,"Co-op City",2,75
17552185,"Park Slope",2,115
4709252,"East Harlem",2,150
29628181,"Hell's Kitchen",2,250
29626345,"Bedford-Stuyvesant",2,175
8405978,"Financial District",2,90
17557517,"Upper West Side",2,195
4710315,"Greenpoint",2,112
8404499,"Williamsburg",2,200
29623888,"Upper East Side",2,200
4713896,"Bedford-Stuyvesant",2,70
25255942,"Bushwick",2,65
17572926,"Upper East Side",2,130
17573027,"Financial District",2,75
17573354,"Greenpoint",2,250
4716613,"Bushwick",2,90
17591278,"Chelsea",2,250
17591356,"Upper East Side",2,90
27054520,"Upper East Side",2,115
17593461,"Fresh Meadows",2,39
29614580,"Williamsbridge",2,350
17601315,"Nolita",2,500
17603059,"Midtown",2,175
17604756,"Brooklyn Heights",2,152
29613451,"Bedford-Stuyvesant",2,90
29612907,"Williamsburg",2,220
17606850,"Bedford-Stuyvesant",2,200
29612338,"Bedford-Stuyvesant",2,200
25257912,"Williamsburg",2,150
29611826,"Chelsea",2,299
29611279,"SoHo",2,170
4719825,"Upper West Side",2,160
7222354,"Upper East Side",2,86
17620638,"Fort Greene",2,240
17625824,"Bedford-Stuyvesant",2,39
17632458,"Ridgewood",2,45
671633,"Upper East Side",2,141
17632840,"Coney Island",2,99
8402207,"Soundview",2,28
17637439,"Williamsburg",2,60
27054483,"Gowanus",2,70
4720719,"Chelsea",2,1000
4720783,"Clinton Hill",2,50
25263327,"Jamaica",2,125
17649690,"Rego Park",2,125
7222833,"Williamsburg",2,299
8401620,"Upper West Side",2,130
673760,"Canarsie",2,250
17664316,"Bedford-Stuyvesant",2,45
675793,"West Village",2,88
17665855,"Inwood",2,199
4726941,"Tribeca",2,1000
17666300,"SoHo",2,2250
676295,"Jamaica",2,58
29596175,"Williamsburg",2,150
29595432,"Prospect-Lefferts Gardens",2,25
4727731,"Williamsburg",2,250
17669480,"Bedford-Stuyvesant",2,125
25263845,"Washington Heights",2,75
29592296,"Midtown",2,260
17678601,"Bedford-Stuyvesant",2,100
17679645,"Harlem",2,55
25264538,"Financial District",2,299
25264902,"Sunnyside",2,70
17680909,"Fresh Meadows",2,45
29591891,"Harlem",2,65
17681470,"Bedford-Stuyvesant",2,160
1796722,"Williamsburg",2,190
17682955,"Harlem",2,79
17684067,"Flatbush",2,60
4729374,"Bushwick",2,80
8398566,"Upper West Side",2,90
17684277,"Flatbush",2,65
29588587,"Bedford-Stuyvesant",2,55
29588528,"Bedford-Stuyvesant",2,55
7224028,"Bushwick",2,36
4730371,"Bushwick",2,33
17690331,"Bushwick",2,42
26535575,"Jamaica",2,50
17692837,"Harlem",2,86
29587811,"Williamsburg",2,90
25266169,"Bushwick",2,80
17697164,"Murray Hill",2,325
17697781,"Financial District",2,220
25266226,"Woodside",2,100
679769,"Astoria",2,100
25267333,"Canarsie",2,92
17699790,"Midtown",2,199
4735505,"Greenwich Village",2,95
1267954,"Clinton Hill",2,155
29586573,"Bedford-Stuyvesant",2,110
680225,"Ridgewood",2,65
29585263,"Bedford-Stuyvesant",2,150
29584983,"Williamsburg",2,55
25278248,"Bushwick",2,65
681518,"Upper West Side",2,95
29584099,"Kips Bay",2,355
17713865,"Upper East Side",2,150
29583389,"Williamsburg",2,85
17716140,"Flatbush",2,90
27052686,"Upper East Side",2,150
17716237,"Upper East Side",2,250
681805,"Mariners Harbor",2,54
17717593,"DUMBO",2,225
17717799,"Flushing",2,51
682122,"Flatlands",2,89
29582742,"Fort Greene",2,250
17719502,"Bedford-Stuyvesant",2,275
17728927,"Upper West Side",2,199
29576256,"Bedford-Stuyvesant",2,55
17730019,"Bedford-Stuyvesant",2,161
17730390,"Bedford-Stuyvesant",2,45
17730964,"Bedford-Stuyvesant",2,50
29573034,"Cypress Hills",2,60
17731335,"Astoria",2,60
8390906,"East Village",2,300
17735156,"West Brighton",2,49
17735639,"West Brighton",2,49
4742102,"Fresh Meadows",2,375
29568068,"Financial District",2,60
25280953,"Bedford-Stuyvesant",2,80
17746222,"Harlem",2,65
4744276,"Crown Heights",2,75
25281618,"Williamsburg",2,250
25285159,"Bushwick",2,50
17752493,"Chelsea",2,89
17752907,"Bushwick",2,37
4745876,"Long Island City",2,150
4745879,"West Village",2,145
4746171,"East Village",2,250
17759694,"Williamsburg",2,210
8389603,"East Harlem",2,110
17762733,"East Harlem",2,103
17763622,"East Harlem",2,90
17764129,"Williamsburg",2,100
29562750,"Chinatown",2,200
29562532,"Bedford-Stuyvesant",2,99
4750486,"East Harlem",2,75
17766580,"Lower East Side",2,150
25285637,"Midtown",2,199
25286006,"Bushwick",2,150
29560863,"Bushwick",2,350
7227235,"Fort Hamilton",2,55
17776104,"East Harlem",2,100
4753639,"Harlem",2,90
4753918,"Bushwick",2,125
29558285,"Greenpoint",2,180
690349,"South Slope",2,179
4756297,"Gramercy",2,199
17780857,"Kensington",2,250
4756551,"Prospect-Lefferts Gardens",2,89
29548163,"Bushwick",2,62
17790276,"Flatlands",2,170
29547577,"Queens Village",2,100
29547131,"Kips Bay",2,39
17791938,"Brooklyn Heights",2,150
17792429,"Williamsburg",2,75
17792856,"Astoria",2,53
8388278,"Williamsburg",2,65
56525,"Greenpoint",2,195
4757941,"East Village",2,239
17806646,"Bushwick",2,94
17808917,"Upper East Side",2,105
17809161,"East Village",2,79
29546328,"Washington Heights",2,38
17812919,"East Harlem",2,177
17813679,"Crown Heights",2,110
29544793,"Astoria",2,349
17822626,"Prospect-Lefferts Gardens",2,65
7563529,"Chelsea",2,170
25288759,"Bedford-Stuyvesant",2,65
17825100,"Clinton Hill",2,107
4758877,"Lower East Side",2,70
17828438,"East Village",2,100
1271103,"Glendale",2,85
27048562,"Crown Heights",2,100
17839944,"Harlem",2,64
17840682,"Chelsea",2,250
4759361,"Washington Heights",2,70
17843998,"East Village",2,250
17844682,"Hell's Kitchen",2,484
29541790,"Harlem",2,119
17847040,"Midtown",2,199
17848298,"Morningside Heights",2,140
17848627,"Harlem",2,79
17848657,"Navy Yard",2,142
4760085,"Park Slope",2,95
17853353,"Pelham Gardens",2,47
29541600,"East Harlem",2,200
17857890,"Brooklyn Heights",2,159
17860607,"Financial District",2,220
27032162,"Brownsville",2,98
29538158,"Washington Heights",2,129
17866206,"Coney Island",2,110
29534664,"Prospect-Lefferts Gardens",2,115
17875002,"East Village",2,125
8382660,"Bay Ridge",2,85
17876530,"Allerton",2,105
17877959,"Flatlands",2,75
17879131,"Chelsea",2,429
17880254,"Kingsbridge",2,60
17881120,"Chinatown",2,75
1789715,"Upper East Side",2,199
29533666,"Gowanus",2,300
29519083,"Hell's Kitchen",2,120
29518961,"Bedford-Stuyvesant",2,55
29518915,"Bedford-Stuyvesant",2,55
4766284,"East Harlem",2,73
17900193,"Lower East Side",2,127
17900681,"Upper West Side",2,100
29518861,"Bedford-Stuyvesant",2,55
17905460,"Bushwick",2,65
25291991,"Harlem",2,100
25292558,"Chelsea",2,100
17907935,"Morningside Heights",2,95
17908331,"Tribeca",2,157
4767139,"Prospect Heights",2,70
17919742,"Bushwick",2,120
29518497,"Bedford-Stuyvesant",2,60
8369895,"Chelsea",2,299
25293702,"Harlem",2,75
29517769,"Bedford-Stuyvesant",2,62
29517691,"Bedford-Stuyvesant",2,52
17938337,"Canarsie",2,85
17938814,"Upper East Side",2,115
17938886,"Bushwick",2,50
29517601,"Bedford-Stuyvesant",2,65
17940198,"Bedford-Stuyvesant",2,40
690960,"Bushwick",2,60
17943817,"Glendale",2,69
17944219,"Upper East Side",2,300
17946985,"Bedford-Stuyvesant",2,45
17951580,"Bedford-Stuyvesant",2,150
29517411,"Crown Heights",2,119
17955761,"West Brighton",2,89
8367486,"Upper West Side",2,99
17959888,"Port Morris",2,165
692567,"Bushwick",2,84
29515301,"Williamsburg",2,200
29514909,"East Harlem",2,240
695216,"Fort Greene",2,134
29514542,"Bedford-Stuyvesant",2,70
17978997,"Harlem",2,69
17979046,"Washington Heights",2,100
4774924,"Williamsburg",2,100
17980714,"East Village",2,48
17981267,"Concourse",2,145
8367125,"Elmhurst",2,78
17988221,"East Village",2,100
25296394,"Pelham Bay",2,195
17989537,"East Village",2,100
17989780,"Williamsburg",2,250
25297710,"Bushwick",2,45
4776045,"Bedford-Stuyvesant",2,65
17993317,"Bayside",2,70
25298259,"Bushwick",2,93
18004987,"Bushwick",2,120
18006977,"Nolita",2,250
25308563,"Jackson Heights",2,40
4777063,"Williamsburg",2,60
18008937,"West Village",2,230
18010406,"Harlem",2,130
18010510,"Flushing",2,78
697923,"Hell's Kitchen",2,75
18016642,"Brownsville",2,89
1785141,"Williamsburg",2,145
4777269,"Upper West Side",2,250
25308697,"Upper West Side",2,99
18023825,"Maspeth",2,100
18023847,"Crown Heights",2,88
29511701,"Carroll Gardens",2,115
25310404,"Bedford-Stuyvesant",2,60
18024956,"Bedford-Stuyvesant",2,82
18025228,"Bushwick",2,40
18033251,"Flatbush",2,60
698162,"Inwood",2,55
698882,"Cobble Hill",2,69
18040417,"Financial District",2,105
18041519,"Astoria",2,250
18041862,"Bushwick",2,100
29509877,"Midtown",2,220
25310497,"Bedford-Stuyvesant",2,60
29506320,"Upper East Side",2,200
29505792,"Washington Heights",2,120
29496193,"Harlem",2,125
18054268,"Bedford-Stuyvesant",2,300
7511610,"Fort Greene",2,140
29495933,"Hell's Kitchen",2,345
18059112,"Crown Heights",2,45
57166,"Ditmars Steinway",2,140
18059656,"Harlem",2,67
18062797,"Sunnyside",2,95
1457505,"Crown Heights",2,85
153405,"Greenpoint",2,125
18070342,"Kips Bay",2,175
29495273,"NoHo",2,295
8357147,"Williamsburg",2,44
25315154,"Pelham Gardens",2,80
29492316,"Upper West Side",2,140
29491851,"Flatbush",2,185
700530,"SoHo",2,230
18076816,"Roosevelt Island",2,100
25315860,"Sheepshead Bay",2,61
18077050,"Upper West Side",2,90
18077560,"Clinton Hill",2,80
29490752,"Williamsburg",2,72
29490579,"Fort Greene",2,60
18079072,"Williamsburg",2,175
701227,"Fort Greene",2,80
8356955,"Harlem",2,87
18089676,"Prospect-Lefferts Gardens",2,129
18091600,"Harlem",2,250
29489824,"Park Slope",2,200
25317547,"Harlem",2,50
18094418,"SoHo",2,2250
18104150,"Bedford-Stuyvesant",2,200
57297,"Cobble Hill",2,159
18108134,"Bushwick",2,51
18108590,"Bedford-Stuyvesant",2,65
29488512,"Bushwick",2,225
25317671,"Briarwood",2,100
25317793,"Sunnyside",2,65
18110008,"Fort Greene",2,65
18110654,"Bushwick",2,60
18112181,"Williamsburg",2,175
18112517,"Harlem",2,80
29487347,"Bedford-Stuyvesant",2,150
18120592,"Flushing",2,47
29486971,"Bay Ridge",2,63
29485421,"Bedford-Stuyvesant",2,150
29484503,"West Village",2,255
18123540,"Flatbush",2,40
8347980,"East Village",2,150
29480988,"Williamsburg",2,110
18133502,"Bedford-Stuyvesant",2,150
8343222,"Silver Lake",2,80
29479579,"Williamsburg",2,85
4787527,"East Harlem",2,59
1782437,"Bedford-Stuyvesant",2,175
18138307,"Harlem",2,120
29461695,"Bushwick",2,70
18142333,"Bedford-Stuyvesant",2,550
18148158,"Bushwick",2,95
29461552,"Washington Heights",2,99
29460203,"Bedford-Stuyvesant",2,72
25323294,"Financial District",2,245
18156252,"Williamsburg",2,160
29460026,"Bedford-Stuyvesant",2,68
29459784,"Williamsburg",2,60
18161036,"Upper East Side",2,120
26741585,"Gowanus",2,52
4792342,"Harlem",2,105
4792430,"Clinton Hill",2,75
29459091,"Washington Heights",2,75
4792705,"Bedford-Stuyvesant",2,149
18175061,"Briarwood",2,1000
29458518,"Midtown",2,75
18179735,"Bedford-Stuyvesant",2,40
8342009,"Long Island City",2,120
18182282,"Hell's Kitchen",2,300
18182318,"Williamsburg",2,250
18188738,"Harlem",2,49
18188904,"Crown Heights",2,60
4798794,"West Village",2,250
26741049,"Bedford-Stuyvesant",2,49
18191934,"Williamsburg",2,98
18193397,"Washington Heights",2,50
29456271,"Financial District",2,525
8341556,"Harlem",2,55
18194450,"Crown Heights",2,27
8340665,"Upper East Side",2,145
4799839,"Hell's Kitchen",2,175
4800921,"Williamsburg",2,600
4802299,"Astoria",2,150
29455559,"East Village",2,255
25325029,"Bushwick",2,150
18203651,"East Flatbush",2,60
4802648,"Midtown",2,165
18208738,"Harlem",2,200
29455324,"Morningside Heights",2,239
4803750,"Harlem",2,80
132695,"Williamsburg",2,125
4807244,"Windsor Terrace",2,195
18215065,"Flushing",2,65
18216372,"Sunnyside",2,60
29453598,"Crown Heights",2,105
18222359,"Bedford-Stuyvesant",2,109
18226843,"Murray Hill",2,77
18227529,"Harlem",2,140
712260,"Carroll Gardens",2,210
29453203,"East Harlem",2,90
29453027,"Lower East Side",2,165
18235200,"East Elmhurst",2,50
18236999,"Bedford-Stuyvesant",2,50
7243708,"Clinton Hill",2,65
29452507,"Carroll Gardens",2,125
29450700,"Washington Heights",2,125
4814810,"Crown Heights",2,54
18251681,"Clinton Hill",2,165
8339036,"Midwood",2,78
29435698,"Williamsburg",2,190
4815886,"South Slope",2,254
18257701,"Bedford-Stuyvesant",2,65
4817139,"Hell's Kitchen",2,159
25340524,"Gramercy",2,145
18265387,"Bushwick",2,69
18266775,"Bushwick",2,69
29434244,"Flatbush",2,150
18270109,"Bushwick",2,29
29432994,"Upper West Side",2,220
29431974,"Nolita",2,250
18272753,"Bushwick",2,69
29431738,"East Village",2,150
18274232,"Hell's Kitchen",2,179
18275502,"Bedford-Stuyvesant",2,196
8335547,"East Village",2,250
26555338,"Midtown",2,465
713891,"Williamsburg",2,85
18283646,"Harlem",2,80
18285079,"East Village",2,118
4821786,"Bedford-Stuyvesant",2,100
29422942,"Sunnyside",2,185
7644203,"Crown Heights",2,130
18288169,"Williamsburg",2,80
4823386,"Elmhurst",2,165
29420244,"Harlem",2,70
25343141,"Flatbush",2,60
18297633,"East Flatbush",2,150
18303895,"Harlem",2,125
4823529,"Upper West Side",2,35
8334574,"East Village",2,140
18307376,"Borough Park",2,42
18308486,"Bedford-Stuyvesant",2,180
27022896,"East Harlem",2,100
18309885,"Harlem",2,100
18311851,"Canarsie",2,71
8328900,"Bedford-Stuyvesant",2,40
4824211,"East Village",2,70
29418015,"Bedford-Stuyvesant",2,70
18314930,"Ridgewood",2,50
18324607,"Carroll Gardens",2,250
25345389,"Williamsburg",2,300
18326238,"Williamsburg",2,35
18327453,"Park Slope",2,90
29417620,"Bedford-Stuyvesant",2,75
8327773,"Bedford-Stuyvesant",2,155
25346073,"Sunset Park",2,41
18331097,"Flushing",2,100
18340498,"Flatbush",2,39
18340599,"East New York",2,99
715270,"Allerton",2,39
25347359,"Canarsie",2,135
26555992,"Bushwick",2,65
718761,"Williamsburg",2,146
4829088,"Greenwich Village",2,180
18357504,"Bedford-Stuyvesant",2,54
8326753,"Theater District",2,150
18358437,"Upper East Side",2,115
18358606,"East Harlem",2,195
29415546,"St. Albans",2,299
18360149,"Prospect-Lefferts Gardens",2,42
18362628,"Lower East Side",2,75
29412402,"Bushwick",2,45
18366942,"Howard Beach",2,100
135393,"East Flatbush",2,50
18369887,"East Harlem",2,150
18370699,"Greenpoint",2,145
18370979,"Clinton Hill",2,95
18371333,"Bushwick",2,49
18374647,"Bedford-Stuyvesant",2,187
18375246,"Bedford-Stuyvesant",2,54
18375685,"Prospect-Lefferts Gardens",2,175
18375815,"Tremont",2,38
18385188,"Gowanus",2,173
18386494,"Windsor Terrace",2,200
18386915,"Park Slope",2,120
18387366,"Bushwick",2,54
4832126,"Williamsburg",2,73
25350617,"Fort Greene",2,75
18390143,"Hell's Kitchen",2,120
18390316,"Bedford-Stuyvesant",2,70
18391905,"Greenpoint",2,299
18392309,"Windsor Terrace",2,60
18393805,"Bedford-Stuyvesant",2,46
18394653,"East Flatbush",2,60
25350971,"Greenpoint",2,125
29412276,"Jackson Heights",2,45
26557068,"Midtown",2,300
18402330,"Parkchester",2,60
18402568,"Parkchester",2,45
7643399,"East Flatbush",2,199
29411649,"Harlem",2,90
18407764,"Williamsburg",2,90
18408236,"Prospect Heights",2,188
29411550,"Hell's Kitchen",2,390
18410445,"Washington Heights",2,100
25354678,"Edenwald",2,149
18411446,"Flushing",2,99
723523,"Upper East Side",2,200
29409370,"Ditmars Steinway",2,95
29406821,"Astoria",2,90
725270,"Flatiron District",2,375
4840794,"Little Italy",2,160
18432894,"Bushwick",2,207
4840841,"Lower East Side",2,200
29393808,"Chelsea",2,175
29393659,"Elmhurst",2,179
18439203,"East New York",2,115
18440017,"Washington Heights",2,40
725509,"Crown Heights",2,168
18448376,"Harlem",2,57
18448556,"Upper East Side",2,120
18449942,"Inwood",2,100
18450009,"Clinton Hill",2,50
18455236,"Williamsburg",2,94
18457273,"Inwood",2,55
18458323,"Gramercy",2,226
29393457,"South Beach",2,100
18460119,"Roosevelt Island",2,100
29393371,"Jackson Heights",2,49
1278784,"Mott Haven",2,60
25355845,"Chelsea",2,200
1780748,"Murray Hill",2,143
18462291,"Harlem",2,80
18462718,"Flushing",2,47
18463609,"Bedford-Stuyvesant",2,100
18470545,"Crown Heights",2,49
726465,"Williamsburg",2,129
18471815,"Morningside Heights",2,43
18473439,"Borough Park",2,49
18476474,"Harlem",2,90
18477009,"Clinton Hill",2,125
18477226,"Clinton Hill",2,100
29391531,"Briarwood",2,200
8323015,"East Flatbush",2,90
8322478,"Bedford-Stuyvesant",2,135
29388858,"Upper West Side",2,180
18489366,"Prospect Heights",2,165
4847624,"Brooklyn Heights",2,130
18491689,"East Village",2,134
4847648,"Williamsburg",2,240
4848500,"Bedford-Stuyvesant",2,130
4849266,"Sheepshead Bay",2,50
18496902,"Clinton Hill",2,75
18498466,"Williamsburg",2,106
7097,"Fort Greene",2,215
8312148,"West Village",2,400
18502246,"East Flatbush",2,50
6848,"Williamsburg",2,140
18504151,"Financial District",2,205
8309474,"Williamsburg",2,65
29381786,"Rockaway Beach",2,65
18506359,"Williamsburg",2,260
18507990,"Woodside",2,45
25365916,"Crown Heights",2,60
18508470,"Parkchester",2,43
18508959,"Williamsburg",2,200
25369739,"Gowanus",2,200
29380907,"Dongan Hills",2,85
18519818,"Flatbush",2,40
1456142,"West Village",2,220
18521860,"Park Slope",2,180
18522181,"Bushwick",2,180
29370077,"Crown Heights",2,55
4853365,"Crown Heights",2,70
8307946,"Greenwich Village",2,150
18540170,"Highbridge",2,100
29365566,"Chelsea",2,599
25371790,"Red Hook",2,170
18543400,"Bedford-Stuyvesant",2,60
18544441,"Hell's Kitchen",2,94
25374003,"Ditmars Steinway",2,110
29365401,"Forest Hills",2,40
18549136,"Upper West Side",2,198
18549222,"Ditmars Steinway",2,78
4853647,"Ozone Park",2,99
18550366,"Murray Hill",2,65
18550867,"Pelham Gardens",2,199
18550947,"Lower East Side",2,99
18551196,"Bedford-Stuyvesant",2,75
57754,"Flatiron District",2,305
728409,"Williamsburg",2,65
18561753,"SoHo",2,295
8303074,"Crown Heights",2,250
18564694,"Parkchester",2,40
18565097,"Williamsburg",2,70
18566623,"Astoria",2,99
29359499,"Upper East Side",2,175
18568023,"Bedford-Stuyvesant",2,45
1767037,"Woodhaven",2,29
18569279,"Upper East Side",2,150
18569422,"Crown Heights",2,70
18570075,"Clinton Hill",2,349
18570121,"Williamsburg",2,79
29359092,"Elmhurst",2,41
29358057,"Kips Bay",2,125
18579416,"Chelsea",2,200
18579690,"Forest Hills",2,278
29356679,"Elmhurst",2,65
4859903,"Upper West Side",2,255
4860430,"Upper West Side",2,90
25379058,"East Flatbush",2,65
18584742,"Highbridge",2,80
18585458,"East Flatbush",2,105
18586018,"Williamsburg",2,315
25379780,"Park Slope",2,150
29356635,"Williamsburg",2,75
18587083,"Williamsburg",2,215
18592160,"Lower East Side",2,200
4860876,"Williamsburg",2,295
18596194,"Canarsie",2,33
18596772,"East Village",2,275
729841,"West Village",2,200
8301850,"Bedford-Stuyvesant",2,160
4863419,"Bedford-Stuyvesant",2,188
18600659,"East Flatbush",2,150
29341918,"Upper West Side",2,85
18610314,"Downtown Brooklyn",2,179
18610543,"Park Slope",2,153
731300,"Williamsburg",2,95
58062,"Windsor Terrace",2,135
18611872,"Bushwick",2,75
25380780,"Harlem",2,150
25383265,"Williamsburg",2,69
25389925,"Fort Greene",2,375
8293802,"East Village",2,149
18613981,"Flushing",2,36
7637472,"Little Italy",2,99
29339219,"Sunnyside",2,155
4867016,"Bedford-Stuyvesant",2,70
25395740,"West Village",2,175
29339032,"Crown Heights",2,110
29338819,"Flushing",2,188
29338715,"Cambria Heights",2,65
4868150,"Hell's Kitchen",2,180
29337912,"Chelsea",2,225
18625919,"East New York",2,99
27010728,"Washington Heights",2,140
4869988,"East Harlem",2,105
8293281,"Prospect Heights",2,125
18632197,"Washington Heights",2,75
18632502,"Carroll Gardens",2,125
18632582,"Brooklyn Heights",2,325
18634847,"Bedford-Stuyvesant",2,50
25396834,"Bedford-Stuyvesant",2,60
4873690,"Long Island City",2,82
18637912,"East Flatbush",2,94
18638573,"Astoria",2,63
18648243,"Harlem",2,75
735677,"East Village",2,249
25397054,"Harlem",2,100
4874735,"Hell's Kitchen",2,275
29333330,"Washington Heights",2,40
29332969,"Hell's Kitchen",2,350
18655886,"Bushwick",2,44
29332195,"Greenpoint",2,99
29331741,"West Village",2,300
18656661,"Midwood",2,52
29328939,"Bedford-Stuyvesant",2,70
18662664,"Harlem",2,75
29328881,"East Village",2,240
29317721,"Bedford-Stuyvesant",2,79
29314737,"Astoria",2,130
25401843,"Rego Park",2,80
29308471,"St. Albans",2,105
18668571,"Bushwick",2,150
25402549,"Hell's Kitchen",2,125
4884601,"Upper West Side",2,225
18670480,"Bedford-Stuyvesant",2,116
737126,"Williamsburg",2,195
4885569,"Greenwich Village",2,180
29306590,"Bushwick",2,65
18682735,"Financial District",2,160
18682763,"Bedford-Stuyvesant",2,98
25403196,"DUMBO",2,350
8283627,"Hell's Kitchen",2,70
18686501,"Upper West Side",2,55
29304329,"Williamsburg",2,249
740823,"Bushwick",2,50
18688150,"Harlem",2,60
18690466,"Tremont",2,45
6021,"Upper West Side",2,85
4887638,"Sunnyside",2,40
29301889,"Crown Heights",2,85
7256741,"East Village",2,219
18692028,"Downtown Brooklyn",2,325
18699576,"Williamsburg",2,150
8281340,"Bedford-Stuyvesant",2,121
18701095,"Crown Heights",2,45
1455804,"Morningside Heights",2,175
18704012,"Williamsburg",2,120
18704413,"Brooklyn Heights",2,200
18705087,"Hell's Kitchen",2,180
18707698,"SoHo",2,164
18716289,"Fort Greene",2,120
7257311,"Chinatown",2,120
29299470,"Bedford-Stuyvesant",2,40
8276961,"Hell's Kitchen",2,189
26557901,"South Slope",2,56
4891441,"Gowanus",2,262
18721845,"Woodside",2,55
18722146,"Astoria",2,150
18728971,"Williamsburg",2,155
18729985,"Sunset Park",2,150
18731641,"Harlem",2,95
18734320,"Washington Heights",2,50
741346,"East Village",2,133
18734568,"Washington Heights",2,44
18736267,"Boerum Hill",2,300
18736436,"Bedford-Stuyvesant",2,99
29287113,"Hunts Point",2,150
18736484,"Rosedale",2,49
