"id","neighbourhood","price","availability_365","reviews_per_month","annual_revenue_potential"
29455925,"Greenpoint",119,365,NULL,43435
28959784,"Long Island City",119,365,"0.26",43435
29533829,"Greenpoint",119,365,NULL,43435
29900395,"Greenpoint",119,365,NULL,43435
29899704,"Greenpoint",119,365,"0.16",43435
30370448,"Greenpoint",119,365,NULL,43435
4760107,"Boerum Hill",127,342,"0.15",43434
1745658,"Greenwich Village",260,167,"0.21",43420
587554,"West Village",200,217,"0.41",43400
34056586,"Bushwick",350,124,NULL,43400
20697910,"Crown Heights",165,263,"0.16",43395
30231880,"Greenwich Village",125,347,NULL,43375
21199630,"Upper East Side",125,347,"0.26",43375
30438095,"Bushwick",125,347,"0.3",43375
30438997,"Bushwick",125,347,"0.37",43375
2824329,"Greenpoint",129,336,"0.05",43344
36104174,"Midtown",179,242,NULL,43318
21824734,"Gowanus",119,364,"0.46",43316
35597932,"Harlem",130,333,NULL,43290
19430063,"Hell's Kitchen",130,333,"0.22",43290
25486302,"Kips Bay",125,346,"0.44",43250
30912673,"Williamsburg",250,173,NULL,43250
24497202,"Kips Bay",125,346,"0.32",43250
20660511,"Bedford-Stuyvesant",250,173,NULL,43250
17456932,"Upper West Side",400,108,"0.19",43200
9574953,"Williamsburg",200,216,"0.08",43200
7556669,"Boerum Hill",120,360,"0.15",43200
2721610,"Upper East Side",275,157,"0.11",43175
20275670,"Hell's Kitchen",130,332,"0.19",43160
28990341,"Little Italy",130,332,"0.19",43160
34711249,"Financial District",130,332,NULL,43160
1180618,"Upper East Side",130,332,"0.11",43160
27367243,"Financial District",125,345,NULL,43125
12155460,"Upper West Side",136,317,NULL,43112
303462,"Upper West Side",295,146,NULL,43070
21312687,"Briarwood",135,319,"0.15",43065
65834,"Park Slope",175,246,"0.11",43050
28136160,"Hell's Kitchen",150,287,"0.37",43050
27831194,"Midtown",212,203,NULL,43036
10611168,"Hell's Kitchen",130,331,"0.15",43030
18599352,"Hell's Kitchen",125,344,"0.17",43000
34980223,"Little Italy",129,333,NULL,42957
19414813,"West Village",150,286,"0.17",42900
11697308,"Upper East Side",125,343,"0.23",42875
30389263,"Kips Bay",273,157,NULL,42861
291524,"Upper West Side",209,205,"0.16",42845
3791244,"West Village",170,252,"0.22",42840
30934310,"East Village",129,332,NULL,42828
2619802,"Upper East Side",139,308,"0.07",42812
274376,"Clinton Hill",135,317,"0.13",42795
13429562,"Hell's Kitchen",239,179,"0.08",42781
23203929,"Upper West Side",159,269,NULL,42771
982038,"Fort Greene",130,329,"0.04",42770
15495897,"Midtown",125,342,"0.36",42750
26534723,"Washington Heights",125,342,"0.09",42750
15928001,"Upper East Side",125,342,"0.38",42750
18599156,"Hell's Kitchen",125,342,"0.14",42750
21185633,"Upper East Side",125,342,"0.34",42750
531258,"Greenwich Village",165,259,"0.23",42735
4507262,"West Village",247,173,"0.41",42731
4338177,"Chelsea",160,267,"0.12",42720
35155320,"Financial District",124,344,NULL,42656
513343,"Prospect Heights",125,341,"0.01",42625
19027786,"East Harlem",125,341,"0.44",42625
18127,"East Village",190,224,"0.2",42560
9874710,"Theater District",139,306,"0.04",42534
780205,"Civic Center",225,189,"0.07",42525
6820637,"Boerum Hill",225,189,"0.49",42525
35575867,"Lower East Side",250,170,NULL,42500
3410516,"Williamsburg",250,170,"0.12",42500
7734034,"Arverne",125,340,"0.2",42500
31165324,"Williamsburg",125,340,NULL,42500
342027,"Upper East Side",121,351,"0.19",42471
35334017,"Fort Greene",150,283,NULL,42450
25823670,"Upper East Side",211,201,"0.23",42411
6185880,"Upper West Side",200,212,"0.04",42400
35805474,"Williamsburg",199,213,NULL,42387
6141561,"Prospect Heights",125,339,"0.32",42375
18596197,"Hell's Kitchen",125,339,"0.45",42375
18155063,"Hell's Kitchen",120,353,NULL,42360
29828587,"Kips Bay",120,353,NULL,42360
20942873,"Hell's Kitchen",134,316,"0.11",42344
10724792,"Midtown",129,328,"0.11",42312
5278927,"Greenpoint",129,328,"0.14",42312
9771893,"Gramercy",150,282,"0.04",42300
990130,"Prospect Heights",225,188,"0.08",42300
28431690,"Lower East Side",225,188,"0.23",42300
917058,"Greenwich Village",225,188,"0.04",42300
11603913,"Upper West Side",135,313,"0.06",42255
35940153,"Kips Bay",179,236,NULL,42244
36067108,"Lower East Side",120,352,NULL,42240
16271447,"Boerum Hill",123,343,"0.16",42189
26131794,"Murray Hill",175,241,"0.38",42175
30768008,"Harlem",150,281,"0.47",42150
35000464,"Murray Hill",150,281,NULL,42150
9025602,"Financial District",229,184,NULL,42136
5647416,"Upper East Side",159,265,"0.3",42135
21797359,"Fort Hamilton",130,324,"0.22",42120
28313685,"Hell's Kitchen",120,351,"0.21",42120
15974141,"Astoria",120,351,"0.05",42120
266155,"Upper West Side",167,252,"0.17",42084
7556153,"Fort Greene",123,342,"0.19",42066
22780220,"Prospect Heights",2103,20,NULL,42060
15495202,"Midtown",129,326,"0.06",42054
16143977,"Bedford-Stuyvesant",209,201,"0.23",42009
27191921,"St. George",120,350,"0.31",42000
29734919,"Upper East Side",500,84,NULL,42000
3791325,"Clinton Hill",150,280,"0.27",42000
10206990,"Hell's Kitchen",135,311,"0.16",41985
12304938,"Upper West Side",135,311,"0.16",41985
34370526,"Harlem",115,365,NULL,41975
568684,"Bushwick",115,365,"0.09",41975
3780951,"Harlem",115,365,"0.27",41975
32549617,"Chelsea",123,341,NULL,41943
684991,"Murray Hill",134,313,"0.11",41942
2435408,"Greenpoint",129,325,"0.16",41925
24393933,"Upper West Side",145,289,"0.16",41905
1524302,"Greenpoint",149,281,"0.11",41869
14466418,"Battery Park City",149,281,"0.06",41869
10131082,"Harlem",149,281,NULL,41869
6421429,"Eastchester",115,364,"0.18",41860
35155272,"Chelsea",299,140,NULL,41860
34321146,"East Village",299,140,NULL,41860
30392780,"Midtown",206,203,NULL,41818
25427351,"Boerum Hill",160,261,"0.08",41760
21312732,"Briarwood",135,309,NULL,41715
33169786,"Prospect-Lefferts Gardens",150,278,NULL,41700
27086249,"Prince's Bay",118,353,NULL,41654
31953973,"Midtown",115,362,NULL,41630
26012,"Gowanus",200,208,"0.2",41600
837282,"Tribeca",235,177,"0.08",41595
2108178,"Greenpoint",129,322,"0.06",41538
35740944,"Flatlands",649,64,NULL,41536
11743513,"Clinton Hill",176,236,"0.31",41536
26814302,"Hell's Kitchen",120,346,"0.33",41520
3624387,"Long Island City",120,346,"0.42",41520
19118963,"Upper East Side",125,332,"0.39",41500
18994641,"Arverne",250,166,"0.4",41500
33398445,"Upper West Side",133,312,NULL,41496
11620062,"Kips Bay",133,312,"0.2",41496
9342019,"Jackson Heights",144,288,"0.3",41472
36316944,"Harlem",202,205,NULL,41410
12299,"South Slope",120,345,"0.39",41400
10413492,"Hell's Kitchen",120,345,"0.13",41400
27779367,"Park Slope",150,276,"0.1",41400
35916821,"Murray Hill",199,208,NULL,41392
14571686,"Midtown",219,189,NULL,41391
4181598,"Hell's Kitchen",125,331,NULL,41375
485026,"Gowanus",125,331,"0.2",41375
4808065,"Midtown",125,331,"0.1",41375
11602050,"Upper East Side",133,311,"0.22",41363
11674309,"Kips Bay",133,311,"0.15",41363
11651283,"Upper East Side",133,311,"0.26",41363
13544023,"Midtown",220,188,NULL,41360
3425168,"East Village",122,339,"0.12",41358
32564618,"Midtown",135,306,NULL,41310
36307890,"Washington Heights",120,344,NULL,41280
1979076,"Greenpoint",149,277,"0.11",41273
20031965,"Forest Hills",268,154,"0.19",41272
4456880,"Bedford-Stuyvesant",250,165,"0.07",41250
13881920,"Greenwich Village",150,275,"0.32",41250
15180279,"Bushwick",113,365,"0.18",41245
11652872,"Midtown",133,310,"0.21",41230
36449743,"East Flatbush",200,206,NULL,41200
10082057,"Flatbush",115,358,"0.13",41170
3985673,"Chelsea",300,137,"0.19",41100
24717470,"Hell's Kitchen",120,342,"0.26",41040
13392858,"Boerum Hill",120,342,"0.38",41040
18716602,"Gowanus",120,342,"0.19",41040
36237913,"Nolita",270,152,NULL,41040
222054,"Park Slope",120,342,"0.24",41040
25085427,"Hell's Kitchen",120,342,"0.35",41040
25134727,"Bedford-Stuyvesant",217,189,"0.09",41013
2432622,"Greenpoint",200,205,"0.03",41000
26059525,"Williamsburg",350,117,"0.09",40950
34953750,"Upper East Side",150,273,NULL,40950
3390839,"Brooklyn Heights",220,186,"0.13",40920
58467,"Roosevelt Island",120,341,"0.3",40920
15052156,"Murray Hill",135,303,"0.07",40905
2514760,"Upper West Side",145,282,"0.35",40890
57166,"Ditmars Steinway",140,292,"0.16",40880
32467835,"Harlem",112,365,NULL,40880
30388972,"Theater District",278,147,NULL,40866
19018987,"Upper West Side",389,105,NULL,40845
15087746,"Crown Heights",120,340,"0.23",40800
17574134,"Crown Heights",300,136,"0.33",40800
26128481,"Crown Heights",112,364,"0.29",40768
35577716,"Maspeth",129,316,NULL,40764
36075020,"Harlem",125,326,NULL,40750
34836737,"Harlem",799,51,NULL,40749
36037692,"Hell's Kitchen",244,167,NULL,40748
26450823,"Financial District",185,220,"0.11",40700
4885673,"Greenwich Village",120,339,"0.35",40680
6985434,"Upper West Side",120,339,"0.24",40680
4363228,"Lower East Side",180,226,"0.13",40680
36204503,"Bushwick",120,339,NULL,40680
33987509,"Harlem",120,339,"0.39",40680
8192789,"Harlem",150,271,"0.42",40650
1325507,"Prospect Heights",215,189,"0.09",40635
68900,"Greenpoint",125,325,"0.1",40625
13548515,"Upper East Side",125,325,"0.32",40625
12778678,"Midtown",140,290,"0.15",40600
36210670,"Bushwick",120,338,NULL,40560
10096515,"East Village",120,338,"0.11",40560
4629870,"Boerum Hill",130,312,"0.07",40560
13453271,"Upper West Side",120,338,"0.35",40560
27220502,"Hell's Kitchen",120,338,"0.41",40560
30125704,"Murray Hill",111,365,NULL,40515
18842510,"Midwood",111,365,NULL,40515
32496993,"Lower East Side",500,81,NULL,40500
11456821,"Hell's Kitchen",230,176,NULL,40480
573870,"Upper West Side",120,337,"0.22",40440
19948618,"Hell's Kitchen",130,311,"0.34",40430
5396701,"East Village",130,311,"0.2",40430
33197108,"Gramercy",215,188,"0.3",40420
30937764,"Murray Hill",254,159,"0.34",40386
15870454,"Hell's Kitchen",125,323,"0.19",40375
21210250,"Washington Heights",125,323,"0.15",40375
34933929,"Financial District",117,345,NULL,40365
29489407,"Hell's Kitchen",117,345,"0.14",40365
31313015,"Bushwick",150,269,NULL,40350
34788703,"Harlem",150,269,NULL,40350
2100174,"Upper East Side",150,269,"0.41",40350
14139553,"Upper East Side",119,339,"0.38",40341
2872353,"Upper East Side",119,339,"0.13",40341
1530660,"Williamsburg",160,252,"0.18",40320
24186601,"Upper East Side",145,278,"0.23",40310
1352560,"Long Island City",145,278,"0.42",40310
36059155,"Murray Hill",229,176,NULL,40304
20284711,"Hell's Kitchen",130,310,"0.41",40300
34629490,"Hell's Kitchen",130,310,NULL,40300
32732490,"Bedford-Stuyvesant",225,179,NULL,40275
29227369,"NoHo",225,179,"0.35",40275
4499976,"Upper West Side",225,179,"0.31",40275
29096448,"NoHo",225,179,"0.24",40275
3663984,"Upper East Side",118,341,"0.08",40238
4274589,"Tribeca",215,187,"0.4",40205
10574909,"Williamsburg",600,67,"0.17",40200
726692,"Astoria",245,164,"0.02",40180
32334635,"West Village",130,309,NULL,40170
30378211,"Greenwich Village",110,365,NULL,40150
27322746,"Fort Greene",110,365,NULL,40150
29429036,"Upper East Side",110,365,"0.14",40150
658515,"East Harlem",110,365,"0.45",40150
6829990,"Fort Greene",275,146,"0.02",40150
25208234,"Ridgewood",110,365,"0.28",40150
20294316,"Canarsie",110,365,"0.07",40150
1145288,"Midtown",110,365,"0.06",40150
5737759,"Greenpoint",129,311,"0.12",40119
6892731,"Sheepshead Bay",120,334,"0.4",40080
24103428,"Bedford-Stuyvesant",120,334,"0.41",40080
33963211,"Parkchester",150,267,NULL,40050
24302828,"Astoria",450,89,NULL,40050
34997863,"Murray Hill",150,267,NULL,40050
31823258,"Carroll Gardens",225,178,"0.48",40050
13526398,"Midtown",150,267,"0.36",40050
34905935,"Chelsea",450,89,NULL,40050
15539709,"Hell's Kitchen",150,267,"0.21",40050
36456548,"Greenpoint",150,267,NULL,40050
31127742,"Kips Bay",450,89,"0.32",40050
10830083,"Tottenville",110,364,NULL,40040
3626426,"Upper East Side",130,308,"0.08",40040
30031616,"Upper East Side",255,157,NULL,40035
21892834,"Upper West Side",133,301,"0.43",40033
2011212,"SoHo",162,247,"0.26",40014
35875206,"Forest Hills",250,160,NULL,40000
20914119,"Hell's Kitchen",129,310,"0.05",39990
18652544,"Murray Hill",222,180,NULL,39960
35972860,"Greenpoint",128,312,NULL,39936
115748,"Astoria",110,363,"0.32",39930
386555,"Stapleton",110,363,"0.19",39930
28363730,"Ozone Park",110,363,NULL,39930
22100970,"Kips Bay",142,281,"0.42",39902
34976037,"Upper West Side",150,266,NULL,39900
30929920,"Arverne",300,133,"0.47",39900
21649172,"Upper West Side",225,177,"0.22",39825
1651595,"Jackson Heights",110,362,"0.16",39820
292121,"Hell's Kitchen",199,200,"0.07",39800
7433174,"Springfield Gardens",109,365,"0.08",39785
24784400,"East Elmhurst",109,365,NULL,39785
36417643,"East Harlem",150,265,NULL,39750
12009651,"Harlem",120,331,"0.46",39720
26002246,"Upper East Side",117,339,NULL,39663
36076335,"Long Island City",119,333,NULL,39627
29941633,"Park Slope",150,264,"0.21",39600
4936254,"Lower East Side",150,264,"0.36",39600
30924308,"Bedford-Stuyvesant",600,66,"0.16",39600
35847646,"Port Morris",220,180,NULL,39600
36310353,"Stapleton",450,88,NULL,39600
32091007,"Midtown",159,249,NULL,39591
36302523,"Chelsea",109,363,NULL,39567
316238,"Bedford-Stuyvesant",135,293,"0.47",39555
12864784,"SoHo",130,304,"0.49",39520
15098355,"Hell's Kitchen",250,158,"0.03",39500
20853,"Prospect Heights",250,158,"0.3",39500
36150599,"Prospect Heights",250,158,NULL,39500
1073780,"Crown Heights",149,265,"0.36",39485
13542768,"Midtown",210,188,NULL,39480
35994335,"Washington Heights",129,306,NULL,39474
12887457,"Midtown",115,343,NULL,39445
12089889,"Hell's Kitchen",239,165,NULL,39435
6972089,"Upper West Side",130,303,"0.26",39390
35159849,"Flushing",110,358,NULL,39380
20361914,"Bushwick",110,358,NULL,39380
3652120,"Hell's Kitchen",115,342,"0.06",39330
3040585,"Midtown",115,342,NULL,39330
9391541,"Upper West Side",156,252,"0.1",39312
34714305,"Financial District",110,357,NULL,39270
29797522,"Corona",110,357,"0.16",39270
35025129,"Greenpoint",250,157,NULL,39250
20897776,"Hell's Kitchen",125,314,"0.29",39250
13961015,"Norwood",120,327,"0.2",39240
1327940,"Flatbush",120,327,"0.28",39240
7856749,"Boerum Hill",123,319,"0.23",39237
11147376,"Fort Greene",185,212,"0.33",39220
8740683,"Midtown",115,341,"0.03",39215
21311946,"Hell's Kitchen",115,341,"0.1",39215
32283154,"Bedford-Stuyvesant",220,178,NULL,39160
406992,"Williamsburg",145,270,"0.08",39150
14027110,"Elmhurst",150,261,"0.2",39150
30799299,"Windsor Terrace",450,87,NULL,39150
24493582,"Upper West Side",135,290,NULL,39150
2466770,"Greenpoint",129,303,"0.05",39087
1325911,"Kips Bay",145,269,"0.43",39005
28330508,"East Village",250,156,"0.11",39000
35934299,"Williamsburg",195,200,NULL,39000
23586315,"Roosevelt Island",130,300,"0.2",39000
1855846,"Harlem",150,260,"0.43",39000
34690202,"Prospect-Lefferts Gardens",120,325,NULL,39000
1128681,"Lower East Side",115,339,"0.48",38985
265912,"Williamsburg",110,354,NULL,38940
33585726,"Upper East Side",206,189,NULL,38934
10292758,"Hell's Kitchen",225,173,"0.45",38925
4588273,"Upper West Side",225,173,"0.13",38925
18823971,"Upper East Side",119,327,"0.14",38913
25764939,"East Flatbush",125,311,NULL,38875
397034,"Upper West Side",125,311,"0.28",38875
932277,"DUMBO",125,311,"0.45",38875
14685187,"Clinton Hill",130,299,"0.45",38870
2995209,"Upper East Side",116,335,"0.02",38860
221097,"Greenpoint",116,335,"0.23",38860
19013171,"Kips Bay",117,332,"0.15",38844
31720275,"Canarsie",110,353,NULL,38830
16213608,"Sunnyside",109,356,"0.17",38804
14968403,"Bushwick",200,194,"0.22",38800
172700,"Lower East Side",115,337,"0.04",38755
7002139,"Bushwick",125,310,"0.19",38750
35170369,"Greenpoint",250,155,NULL,38750
2607741,"Upper East Side",117,331,NULL,38727
30312515,"Washington Heights",150,258,"0.16",38700
4295603,"Greenpoint",129,300,"0.02",38700
193105,"Hell's Kitchen",150,258,"0.45",38700
31873616,"Upper East Side",140,276,"0.37",38640
23614276,"Forest Hills",120,322,"0.29",38640
17820343,"Upper East Side",115,336,"0.05",38640
14028018,"Hell's Kitchen",120,322,"0.19",38640
5859030,"Upper East Side",116,333,"0.05",38628
3212765,"Midtown",125,309,"0.29",38625
2273613,"Gowanus",130,297,"0.43",38610
811238,"Harlem",165,234,"0.1",38610
19141391,"Lower East Side",106,364,"0.39",38584
13912712,"Upper East Side",129,299,"0.35",38571
2650690,"Carroll Gardens",150,257,NULL,38550
32163602,"Chelsea",180,214,NULL,38520
7090264,"Bedford-Stuyvesant",125,308,"0.11",38500
19913761,"Two Bridges",110,350,"0.11",38500
29531069,"Greenpoint",250,154,NULL,38500
25977386,"Washington Heights",215,179,NULL,38485
1123934,"Williamsburg",130,296,"0.02",38480
2987465,"Upper East Side",118,326,"0.06",38468
30638353,"Kips Bay",118,326,NULL,38468
32398174,"Kips Bay",209,184,NULL,38456
36359394,"Sunset Park",120,320,NULL,38400
19122217,"Carroll Gardens",600,64,"0.47",38400
13466302,"Upper West Side",325,118,"0.2",38350
10234090,"Sunset Park",105,365,"0.02",38325
2023577,"Upper West Side",105,365,"0.46",38325
3627326,"Concourse",105,365,"0.14",38325
14619860,"Tribeca",440,87,"0.05",38280
11145050,"Upper West Side",117,327,"0.13",38259
35944364,"Harlem",225,170,NULL,38250
26079745,"Clinton Hill",150,255,"0.09",38250
24260404,"Far Rockaway",425,90,NULL,38250
36422456,"Williamsburg",245,156,NULL,38220
33607399,"Financial District",332,115,NULL,38180
3059273,"Nolita",115,332,"0.29",38180
7800905,"Williamsburg",116,329,"0.37",38164
35638944,"Bellerose",240,159,NULL,38160
4900034,"Chinatown",120,318,"0.15",38160
54453,"Hell's Kitchen",105,363,"0.09",38115
7840953,"Bedford-Stuyvesant",105,363,"0.11",38115
27759,"Upper West Side",170,224,"0.12",38080
9007767,"Midtown",135,282,"0.19",38070
13081306,"Hell's Kitchen",115,331,"0.17",38065
6970776,"Upper East Side",115,331,"0.26",38065
393094,"Financial District",225,169,"0.31",38025
5860123,"Bedford-Stuyvesant",172,221,"0.14",38012
31149094,"Tribeca",1000,38,"0.4",38000
24497080,"Midtown",125,304,"0.34",38000
29923677,"Midtown",233,163,NULL,37979
4637014,"Flushing",119,319,"0.46",37961
4905248,"Upper West Side",130,292,"0.23",37960
3760824,"Bushwick",110,345,"0.32",37950
1593444,"Greenwich Village",240,158,"0.27",37920
17599762,"Cobble Hill",117,324,"0.47",37908
5738785,"East Elmhurst",112,338,"0.35",37856
15266254,"Midtown",305,124,NULL,37820
35831203,"Midtown",155,244,NULL,37820
30393342,"Battery Park City",232,163,NULL,37816
12542485,"Murray Hill",180,210,"0.14",37800
16062739,"Bedford-Stuyvesant",200,189,"0.09",37800
16268951,"Bedford-Stuyvesant",200,189,NULL,37800
26271462,"Windsor Terrace",225,168,"0.11",37800
16269161,"Bedford-Stuyvesant",200,189,"0.03",37800
30445079,"East Village",189,200,"0.16",37800
3963635,"Bedford-Stuyvesant",210,180,"0.21",37800
29920153,"Long Island City",455,83,NULL,37765
19138212,"SoHo",250,151,"0.48",37750
34714078,"Financial District",110,343,NULL,37730
29592523,"Upper West Side",260,145,"0.24",37700
29031768,"Astoria",105,359,"0.23",37695
35842576,"Chelsea",223,169,NULL,37687
6672758,"East Village",197,191,"0.06",37627
12294124,"Jackson Heights",125,301,"0.28",37625
27196874,"Upper West Side",175,215,"0.27",37625
4270683,"Astoria",110,342,"0.05",37620
12189652,"Bedford-Stuyvesant",110,342,"0.05",37620
17841354,"Williamsburg",190,198,"0.31",37620
14868347,"Midtown",199,189,"0.05",37611
18456975,"Midtown",199,189,NULL,37611
34196510,"Chelsea",199,189,NULL,37611
13820755,"Midtown",199,189,NULL,37611
29927091,"Prospect Heights",200,188,"0.14",37600
9660751,"East Village",200,188,"0.19",37600
3164997,"Astoria",200,188,"0.37",37600
30512146,"Upper East Side",200,188,"0.46",37600
3818279,"Murray Hill",200,188,"0.14",37600
1132907,"Greenwich Village",200,188,"0.35",37600
18373279,"Fort Greene",200,188,"0.1",37600
7246609,"Lower East Side",200,188,"0.37",37600
7698593,"Bedford-Stuyvesant",200,188,"0.09",37600
435909,"West Village",151,249,"0.22",37599
29828159,"Upper East Side",105,358,NULL,37590
35406064,"Financial District",170,221,NULL,37570
18109817,"Hell's Kitchen",115,326,"0.12",37490
4616700,"Fort Greene",180,208,"0.39",37440
23432542,"Upper East Side",240,156,"0.14",37440
29386355,"Greenpoint",170,220,NULL,37400
19719874,"West Village",140,267,"0.09",37380
6985888,"Upper West Side",115,325,"0.19",37375
1137999,"Jamaica",133,281,NULL,37373
11739698,"Hell's Kitchen",133,281,"0.21",37373
20720290,"Upper East Side",133,281,"0.47",37373
31128045,"Williamsburg",150,249,NULL,37350
24836464,"Jamaica",450,83,"0.22",37350
31858749,"East Village",150,249,"0.43",37350
32593295,"Upper East Side",225,166,NULL,37350
35966653,"Upper East Side",122,306,NULL,37332
5413565,"Williamsburg",122,306,"0.41",37332
12303,"Fort Greene",120,311,"0.23",37320
34714207,"Crown Heights",120,311,NULL,37320
291714,"Crown Heights",120,310,"0.45",37200
21080763,"Kips Bay",185,201,"0.25",37185
32466398,"Murray Hill",169,220,"0.48",37180
7498074,"Upper East Side",118,315,"0.11",37170
33279235,"Hell's Kitchen",135,275,NULL,37125
23324479,"Harlem",125,297,"0.43",37125
3827311,"Harlem",125,297,"0.17",37125
27202604,"Sheepshead Bay",138,269,"0.14",37122
1223230,"Tribeca",290,128,"0.29",37120
1131804,"Harlem",133,279,"0.26",37107
15159731,"Kips Bay",117,317,"0.3",37089
11185885,"East Village",110,337,"0.28",37070
30232126,"Howard Beach",130,285,NULL,37050
1846100,"East Flatbush",119,311,"0.34",37009
35004123,"Lower East Side",125,296,NULL,37000
1039983,"Tribeca",1000,37,"0.36",37000
35791325,"Greenwich Village",500,74,NULL,37000
34413765,"Astoria",103,359,NULL,36977
35969818,"East Village",140,264,NULL,36960
18169166,"Upper West Side",119,310,"0.04",36890
36354796,"Long Island City",101,365,NULL,36865
36384346,"Long Island City",101,365,NULL,36865
5649163,"Bedford-Stuyvesant",101,365,"0.11",36865
19055226,"Bedford-Stuyvesant",101,364,"0.36",36764
36396082,"Hell's Kitchen",220,167,NULL,36740
58062,"Windsor Terrace",135,272,"0.26",36720
19328935,"Flushing",115,319,"0.22",36685
14614708,"Greenwich Village",195,188,"0.49",36660
21044970,"Williamsburg",349,105,"0.14",36645
1156499,"Greenpoint",152,241,"0.17",36632
10824871,"SoHo",110,333,"0.06",36630
26004664,"Midtown",333,110,"0.1",36630
3957619,"SoHo",110,333,"0.05",36630
2078687,"Lower East Side",110,333,"0.07",36630
59014,"Lower East Side",150,244,"0.39",36600
4513084,"Harlem",150,244,"0.03",36600
4594389,"Upper East Side",110,332,"0.27",36520
14602894,"Upper East Side",117,312,"0.22",36504
8752714,"Midtown",100,365,"0.05",36500
7693424,"East Flatbush",100,365,"0.05",36500
2169106,"Prospect-Lefferts Gardens",100,365,"0.36",36500
872035,"East Harlem",100,365,NULL,36500
895368,"Harlem",100,365,NULL,36500
32545866,"St. George",100,365,NULL,36500
908046,"East Harlem",100,365,NULL,36500
35841291,"Inwood",100,365,NULL,36500
985338,"Brooklyn Heights",100,365,NULL,36500
35798611,"Downtown Brooklyn",100,365,NULL,36500
3499016,"Ditmars Steinway",100,365,"0.03",36500
992977,"Park Slope",100,365,"0.01",36500
34483343,"Midtown",100,365,NULL,36500
24582124,"Sunset Park",100,365,NULL,36500
3693901,"Bedford-Stuyvesant",100,365,"0.04",36500
16506121,"Longwood",100,365,NULL,36500
35891506,"Port Morris",100,365,NULL,36500
26868019,"Washington Heights",100,365,NULL,36500
14769785,"Crown Heights",100,365,"0.46",36500
728764,"Hell's Kitchen",100,365,"0.12",36500
7320353,"Crown Heights",100,365,"0.04",36500
29278083,"Midwood",100,365,NULL,36500
2784311,"East Village",100,365,"0.07",36500
1229630,"Harlem",100,365,NULL,36500
659880,"Williamsburg",100,365,"0.04",36500
13503970,"Prospect Heights",100,365,"0.3",36500
5651679,"Harlem",100,365,NULL,36500
12230928,"Tottenville",100,365,NULL,36500
18584089,"Harlem",100,365,"0.15",36500
5904178,"Astoria",100,365,NULL,36500
11591118,"Fort Hamilton",100,365,"0.14",36500
18751687,"Williamsburg",100,365,"0.28",36500
28137157,"Springfield Gardens",100,365,"0.1",36500
35170169,"Claremont Village",100,365,NULL,36500
94209,"Crown Heights",100,365,NULL,36500
9574936,"Hell's Kitchen",100,365,"0.41",36500
33798389,"Washington Heights",100,365,NULL,36500
31018857,"Harlem",100,365,NULL,36500
31055254,"Midtown",100,365,NULL,36500
31066679,"Bushwick",100,365,"0.16",36500
31356462,"East Harlem",100,365,NULL,36500
22230375,"Sunset Park",100,365,"0.06",36500
2171821,"Ridgewood",100,365,"0.24",36500
36388492,"Long Island City",101,361,NULL,36461
16430924,"Crown Heights",137,266,"0.19",36442
10341262,"Upper East Side",110,331,"0.22",36410
34537321,"Upper East Side",110,331,NULL,36410
8171965,"Long Island City",100,364,"0.02",36400
16241951,"Crown Heights",100,364,NULL,36400
23644901,"Bedford-Stuyvesant",100,364,NULL,36400
4632795,"Upper West Side",100,364,"0.24",36400
5178944,"Harlem",100,364,NULL,36400
27048562,"Crown Heights",100,364,NULL,36400
29776064,"Harlem",130,280,"0.16",36400
34656363,"Upper West Side",130,280,NULL,36400
28506595,"Longwood",100,364,NULL,36400
20707451,"Canarsie",100,364,"0.1",36400
34490364,"Midtown",100,364,NULL,36400
1743116,"Astoria",100,364,"0.07",36400
761606,"Astoria",140,260,"0.19",36400
301034,"Harlem",140,260,"0.49",36400
23758532,"Harlem",100,364,NULL,36400
30379067,"Long Island City",100,364,"0.16",36400
851130,"Washington Heights",100,364,"0.4",36400
14490720,"Sheepshead Bay",100,364,NULL,36400
33046019,"Upper East Side",117,311,NULL,36387
11968680,"Upper East Side",117,311,"0.25",36387
31039678,"Flushing",120,303,"0.43",36360
2979097,"Upper East Side",118,308,"0.03",36344
27202986,"Gravesend",100,363,"0.09",36300
30821781,"East Elmhurst",100,363,NULL,36300
3789265,"Washington Heights",100,363,NULL,36300
471914,"Prospect-Lefferts Gardens",110,330,"0.16",36300
28807852,"SoHo",100,363,"0.33",36300
29662606,"Hell's Kitchen",100,363,"0.24",36300
568661,"Bushwick",110,330,"0.4",36300
18737594,"Clinton Hill",825,44,"0.19",36300
4450020,"East Flatbush",100,363,"0.11",36300
14627598,"Harlem",100,363,"0.11",36300
33717547,"Upper East Side",164,221,NULL,36244
35738384,"Bushwick",225,161,NULL,36225
35868549,"Kips Bay",170,213,NULL,36210
34490368,"Theater District",100,362,NULL,36200
14026862,"Ridgewood",100,362,NULL,36200
16964141,"Randall Manor",100,362,NULL,36200
19209764,"Harlem",100,362,NULL,36200
34371021,"Brighton Beach",100,362,NULL,36200
9149930,"West Village",150,241,"0.39",36150
8054523,"Williamsburg",130,278,"0.15",36140
28760070,"Sheepshead Bay",99,365,"0.11",36135
11652590,"Harlem",99,365,"0.07",36135
35416869,"Briarwood",99,365,NULL,36135
34150332,"Hell's Kitchen",99,365,NULL,36135
