"id","neighbourhood_group","neighbourhood","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","availability_365"
20002262,"Manhattan","East Village","Private room",90,5,0,NULL,0
20004647,"Manhattan","Washington Heights","Private room",33,1,0,NULL,0
20007899,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",120,4,0,NULL,0
20010930,"Queens","Ridgewood","Entire home/apt",90,4,0,NULL,0
20011434,"Brooklyn","Williamsburg","Private room",100,1,0,NULL,0
20013291,"Manhattan","Murray Hill","Entire home/apt",120,5,0,NULL,0
20015668,"Manhattan","Harlem","Entire home/apt",80,1,0,NULL,0
20016469,"Manhattan","Little Italy","Private room",95,3,0,NULL,0
20025456,"Manhattan","Harlem","Entire home/apt",130,4,0,NULL,0
20028865,"Brooklyn","Bushwick","Private room",65,20,0,NULL,0
20030489,"Brooklyn","Vinegar Hill","Private room",245,3,0,NULL,0
20031317,"Manhattan","Harlem","Entire home/apt",113,5,0,NULL,0
20045641,"Brooklyn","Williamsburg","Private room",80,25,0,NULL,0
20049161,"Brooklyn","Williamsburg","Private room",100,5,0,NULL,0
20051114,"Manhattan","Upper West Side","Entire home/apt",175,1,0,NULL,0
20070087,"Brooklyn","Bedford-Stuyvesant","Private room",40,1,0,NULL,0
20071750,"Brooklyn","Bushwick","Entire home/apt",154,3,0,NULL,0
20071791,"Brooklyn","Greenpoint","Private room",63,7,0,NULL,0
20073605,"Brooklyn","Williamsburg","Private room",125,2,0,NULL,0
20073965,"Manhattan","Upper East Side","Entire home/apt",265,1,0,NULL,0
20084595,"Manhattan","Upper West Side","Entire home/apt",82,7,0,NULL,0
20086201,"Manhattan","East Village","Entire home/apt",160,2,0,NULL,0
20092369,"Queens","Ridgewood","Private room",60,2,0,NULL,0
20094423,"Manhattan","West Village","Entire home/apt",370,4,0,NULL,0
20096504,"Manhattan","Harlem","Private room",100,3,0,NULL,125
20112687,"Brooklyn","Bushwick","Private room",50,7,0,NULL,0
20121957,"Queens","Flushing","Private room",89,1,0,NULL,0
20125262,"Brooklyn","Greenpoint","Entire home/apt",150,1,0,NULL,0
20133862,"Manhattan","Chelsea","Entire home/apt",169,30,0,NULL,362
20145152,"Brooklyn","Williamsburg","Entire home/apt",90,1,0,NULL,0
20152264,"Brooklyn","Carroll Gardens","Entire home/apt",180,4,0,NULL,0
20167736,"Manhattan","Midtown","Entire home/apt",199,3,0,NULL,0
20173955,"Manhattan","Lower East Side","Entire home/apt",135,14,0,NULL,0
20175518,"Brooklyn","Kensington","Entire home/apt",150,2,0,NULL,0
20176191,"Manhattan","Upper West Side","Private room",100,5,0,NULL,0
20182193,"Manhattan","Chelsea","Entire home/apt",175,5,0,NULL,0
20183695,"Brooklyn","Prospect Heights","Entire home/apt",130,2,0,NULL,0
20190343,"Brooklyn","Boerum Hill","Entire home/apt",150,4,0,NULL,0
20191974,"Brooklyn","Williamsburg","Entire home/apt",200,3,0,NULL,0
20194264,"Queens","Ditmars Steinway","Entire home/apt",125,2,0,NULL,0
20194454,"Manhattan","Midtown","Private room",359,3,0,NULL,0
20196464,"Manhattan","Upper West Side","Entire home/apt",206,5,0,NULL,0
20206749,"Brooklyn","Greenpoint","Entire home/apt",189,1,0,NULL,0
20213732,"Brooklyn","Crown Heights","Private room",53,1,0,NULL,0
20235591,"Bronx","North Riverdale","Private room",119,3,0,NULL,0
20235701,"Manhattan","Harlem","Private room",80,1,0,NULL,0
20235984,"Brooklyn","Bushwick","Private room",55,6,0,NULL,0
20237047,"Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",100,2,0,NULL,0
20243875,"Brooklyn","Bushwick","Private room",250,2,0,NULL,260
20255084,"Manhattan","Upper East Side","Entire home/apt",149,5,0,NULL,0
20257297,"Manhattan","Civic Center","Entire home/apt",300,2,0,NULL,89
20261316,"Manhattan","Upper West Side","Entire home/apt",270,7,0,NULL,0
20265104,"Manhattan","West Village","Entire home/apt",290,14,0,NULL,341
20271220,"Manhattan","East Harlem","Private room",55,7,0,NULL,0
20285257,"Manhattan","Chinatown","Entire home/apt",150,1,0,NULL,0
20285258,"Brooklyn","Park Slope","Entire home/apt",100,4,0,NULL,0
20287322,"Manhattan","Two Bridges","Private room",80,7,0,NULL,0
20304656,"Manhattan","Harlem","Private room",60,7,0,NULL,0
20305160,"Staten Island","Fort Wadsworth","Entire home/apt",800,7,0,NULL,365
20305686,"Queens","Astoria","Private room",112,7,0,NULL,0
20305785,"Queens","Kew Gardens","Entire home/apt",100,2,0,NULL,0
20314852,"Manhattan","Harlem","Private room",120,1,0,NULL,180
20316497,"Bronx","Riverdale","Private room",600,2,0,NULL,269
20322611,"Brooklyn","Bedford-Stuyvesant","Private room",40,2,0,NULL,0
20327659,"Manhattan","Gramercy","Entire home/apt",179,1,0,NULL,0
20328884,"Brooklyn","Park Slope","Entire home/apt",106,5,0,NULL,0
20329223,"Manhattan","Kips Bay","Private room",110,14,0,NULL,283
20345108,"Manhattan","Morningside Heights","Private room",55,1,0,NULL,0
20350538,"Manhattan","Chelsea","Entire home/apt",164,30,0,NULL,307
20359408,"Manhattan","Kips Bay","Private room",58,5,0,NULL,0
20361914,"Brooklyn","Bushwick","Private room",110,5,0,NULL,358
20373836,"Manhattan","Financial District","Private room",102,1,0,NULL,0
20384987,"Manhattan","Theater District","Private room",136,3,0,NULL,0
20387176,"Brooklyn","Bushwick","Private room",55,1,0,NULL,0
20404264,"Manhattan","East Harlem","Private room",73,3,0,NULL,0
20406188,"Brooklyn","Flatbush","Private room",130,1,0,NULL,0
20420507,"Brooklyn","Bedford-Stuyvesant","Private room",1000,2,0,NULL,0
20432888,"Manhattan","Gramercy","Entire home/apt",340,2,0,NULL,0
20435261,"Brooklyn","Park Slope","Private room",94,2,0,NULL,0
20440400,"Manhattan","East Village","Entire home/apt",181,1,0,NULL,0
20441507,"Manhattan","Financial District","Private room",115,1,0,NULL,0
20452330,"Brooklyn","Crown Heights","Entire home/apt",298,2,0,NULL,189
20455415,"Brooklyn","Downtown Brooklyn","Entire home/apt",199,1,0,NULL,0
20458372,"Manhattan","Upper West Side","Entire home/apt",130,9,0,NULL,0
20458607,"Brooklyn","Bushwick","Private room",80,2,0,NULL,0
20460009,"Manhattan","Murray Hill","Entire home/apt",350,3,0,NULL,0
20464496,"Queens","Briarwood","Private room",85,5,0,NULL,177
20469589,"Brooklyn","Park Slope","Private room",90,1,0,NULL,0
20479561,"Manhattan","Upper East Side","Entire home/apt",127,1,0,NULL,0
20481106,"Brooklyn","Williamsburg","Private room",70,4,0,NULL,0
20482284,"Queens","Astoria","Private room",60,1,0,NULL,0
20482768,"Brooklyn","Sheepshead Bay","Private room",70,1,0,NULL,0
20497853,"Manhattan","Murray Hill","Private room",250,2,0,NULL,0
20499229,"Brooklyn","Crown Heights","Entire home/apt",140,3,0,NULL,0
20499306,"Brooklyn","Crown Heights","Private room",50,5,0,NULL,0
20500896,"Manhattan","East Harlem","Entire home/apt",400,1,0,NULL,364
20503786,"Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",80,16,0,NULL,0
20503824,"Brooklyn","Bedford-Stuyvesant","Private room",150,1,0,NULL,0
20504573,"Manhattan","Midtown","Entire home/apt",127,1,0,NULL,0
20505979,"Manhattan","Lower East Side","Private room",69,4,0,NULL,0
20523979,"Manhattan","Midtown","Entire home/apt",233,90,0,NULL,365
20552425,"Brooklyn","Bushwick","Private room",50,4,0,NULL,0
20556243,"Brooklyn","Clinton Hill","Private room",60,4,0,NULL,0
20556622,"Queens","Queens Village","Private room",35,4,0,NULL,363
20565481,"Manhattan","Upper East Side","Entire home/apt",300,1,0,NULL,0
20568978,"Manhattan","Midtown","Entire home/apt",250,1,0,NULL,0
20570327,"Manhattan","Midtown","Private room",449,3,0,NULL,357
20571263,"Manhattan","West Village","Entire home/apt",250,14,0,NULL,0
20572019,"Brooklyn","Crown Heights","Entire home/apt",350,2,0,NULL,0
20572837,"Staten Island","St. George","Private room",70,31,0,NULL,365
20573818,"Queens","Ridgewood","Entire home/apt",60,6,0,NULL,0
20581137,"Manhattan","Financial District","Entire home/apt",275,2,0,NULL,0
20582759,"Brooklyn","Brooklyn Heights","Entire home/apt",125,2,0,NULL,0
20593268,"Manhattan","Hell's Kitchen","Shared room",70,1,0,NULL,15
20607505,"Manhattan","Midtown","Private room",82,30,0,NULL,326
20617748,"Queens","Laurelton","Entire home/apt",90,15,0,NULL,180
20620681,"Manhattan","East Village","Private room",250,2,0,NULL,0
20622825,"Brooklyn","Bushwick","Private room",90,1,0,NULL,0
20630578,"Manhattan","Kips Bay","Entire home/apt",120,20,0,NULL,0
20639280,"Manhattan","Upper West Side","Shared room",125,3,0,NULL,0
20639971,"Manhattan","Greenwich Village","Entire home/apt",99,1,0,NULL,0
20645320,"Manhattan","Upper West Side","Entire home/apt",229,30,0,NULL,364
20649687,"Manhattan","Washington Heights","Entire home/apt",65,4,0,NULL,0
20649927,"Brooklyn","Fort Hamilton","Private room",125,9,0,NULL,365
20650417,"Brooklyn","Williamsburg","Private room",150,2,0,NULL,0
20652607,"Queens","St. Albans","Private room",125,1,0,NULL,179
20659540,"Brooklyn","Prospect Heights","Private room",90,2,0,NULL,0
20660511,"Brooklyn","Bedford-Stuyvesant","Private room",250,2,0,NULL,173
20661572,"Brooklyn","Bedford-Stuyvesant","Private room",140,1,0,NULL,173
20661577,"Manhattan","Morningside Heights","Shared room",125,4,0,NULL,0
20665199,"Brooklyn","East Flatbush","Private room",150,3,0,NULL,0
20668002,"Brooklyn","Bedford-Stuyvesant","Private room",150,1,0,NULL,0
20679565,"Brooklyn","Greenpoint","Entire home/apt",210,7,0,NULL,0
20685890,"Manhattan","Upper West Side","Entire home/apt",173,10,0,NULL,0
20686099,"Manhattan","Upper East Side","Entire home/apt",225,30,0,NULL,365
20686701,"Manhattan","Midtown","Entire home/apt",176,30,0,NULL,365
20686965,"Brooklyn","Flatbush","Entire home/apt",165,6,0,NULL,0
20688359,"Manhattan","Gramercy","Entire home/apt",239,30,0,NULL,242
20690341,"Bronx","Morrisania","Private room",65,2,0,NULL,0
20696525,"Manhattan","Little Italy","Entire home/apt",170,4,0,NULL,0
20697637,"Manhattan","West Village","Entire home/apt",325,2,0,NULL,0
20701904,"Manhattan","Gramercy","Entire home/apt",216,30,0,NULL,364
20711609,"Brooklyn","Greenpoint","Private room",53,2,0,NULL,0
20714992,"Manhattan","Upper East Side","Private room",150,10,0,NULL,0
20723274,"Brooklyn","Flatlands","Entire home/apt",1700,1,0,NULL,365
20730891,"Manhattan","Upper East Side","Entire home/apt",120,6,0,NULL,0
20740322,"Manhattan","Nolita","Entire home/apt",250,2,0,NULL,2
20745030,"Brooklyn","Clinton Hill","Private room",88,2,0,NULL,0
20753634,"Manhattan","Midtown","Entire home/apt",175,30,0,NULL,365
20755049,"Manhattan","Midtown","Entire home/apt",175,30,0,NULL,365
20755691,"Manhattan","Midtown","Entire home/apt",175,30,0,NULL,365
20756864,"Manhattan","Midtown","Entire home/apt",220,30,0,NULL,365
20757749,"Manhattan","Midtown","Entire home/apt",175,30,0,NULL,365
20758111,"Manhattan","Harlem","Entire home/apt",75,30,0,NULL,32
20758861,"Manhattan","East Village","Entire home/apt",260,30,0,NULL,330
20766398,"Manhattan","Midtown","Entire home/apt",175,30,0,NULL,365
20772650,"Manhattan","Upper East Side","Entire home/apt",125,50,0,NULL,176
20772782,"Brooklyn","Bushwick","Private room",80,4,0,NULL,0
20778074,"Brooklyn","Crown Heights","Private room",65,1,0,NULL,0
20783768,"Bronx","Wakefield","Shared room",55,1,0,NULL,0
20786121,"Queens","Rego Park","Private room",40,4,0,NULL,0
20787735,"Brooklyn","Bushwick","Shared room",85,1,0,NULL,0
20802874,"Bronx","Concourse Village","Shared room",45,1,0,NULL,0
20803227,"Manhattan","Harlem","Entire home/apt",200,1,0,NULL,0
20809807,"Manhattan","Upper East Side","Entire home/apt",220,30,0,NULL,334
20810529,"Manhattan","Upper East Side","Entire home/apt",225,30,0,NULL,315
20811696,"Manhattan","Upper East Side","Entire home/apt",225,30,0,NULL,346
20815250,"Brooklyn","Greenpoint","Entire home/apt",275,2,0,NULL,0
20826507,"Manhattan","Upper East Side","Entire home/apt",243,30,0,NULL,284
20826953,"Queens","Ridgewood","Private room",23,1,0,NULL,0
20827640,"Manhattan","Financial District","Entire home/apt",181,30,0,NULL,329
20845031,"Manhattan","Kips Bay","Entire home/apt",308,30,0,NULL,156
20848925,"Brooklyn","Greenpoint","Entire home/apt",350,6,0,NULL,0
20849726,"Manhattan","East Village","Private room",140,2,0,NULL,0
20850678,"Brooklyn","Greenpoint","Entire home/apt",184,2,0,NULL,0
20858478,"Manhattan","Upper East Side","Entire home/apt",80,5,0,NULL,0
20860448,"Queens","Holliswood","Private room",125,3,0,NULL,363
20863293,"Queens","Ridgewood","Private room",55,2,0,NULL,0
20873223,"Queens","Astoria","Private room",101,1,0,NULL,0
20874101,"Queens","East Elmhurst","Private room",150,2,0,NULL,83
20881784,"Queens","East Elmhurst","Private room",60,1,0,NULL,359
20887352,"Brooklyn","Williamsburg","Private room",150,2,0,NULL,36
20889280,"Manhattan","Harlem","Entire home/apt",115,5,0,NULL,0
20897863,"Brooklyn","Williamsburg","Private room",75,1,0,NULL,0
20898140,"Queens","Long Island City","Private room",55,4,0,NULL,0
20900299,"Manhattan","Lower East Side","Entire home/apt",140,6,0,NULL,0
20901848,"Brooklyn","Bedford-Stuyvesant","Private room",35,3,0,NULL,0
20902001,"Brooklyn","Williamsburg","Private room",150,1,0,NULL,0
20918850,"Manhattan","Upper West Side","Entire home/apt",330,3,0,NULL,0
20923712,"Queens","Flushing","Private room",70,1,0,NULL,0
20928856,"Brooklyn","Crown Heights","Private room",60,5,0,NULL,0
20933849,"Manhattan","Murray Hill","Entire home/apt",0,3,0,NULL,0
20934581,"Manhattan","Washington Heights","Private room",65,2,0,NULL,0
20941915,"Staten Island","St. George","Private room",85,2,0,NULL,356
20942199,"Manhattan","Financial District","Entire home/apt",235,30,0,NULL,351
20946693,"Brooklyn","East Flatbush","Private room",70,4,0,NULL,88
20953661,"Queens","Far Rockaway","Entire home/apt",450,7,0,NULL,0
20955226,"Manhattan","Roosevelt Island","Private room",50,28,0,NULL,0
20968536,"Brooklyn","Bushwick","Private room",35,1,0,NULL,0
20976974,"Manhattan","Nolita","Private room",110,7,0,NULL,0
20980756,"Brooklyn","Crown Heights","Private room",25,7,0,NULL,0
20983319,"Queens","Richmond Hill","Private room",85,3,0,NULL,88
20990431,"Queens","Flushing","Private room",36,1,0,NULL,89
20991704,"Brooklyn","Midwood","Entire home/apt",79,1,0,NULL,0
21000540,"Bronx","Mott Haven","Entire home/apt",120,2,0,NULL,0
21004111,"Manhattan","East Village","Entire home/apt",200,5,0,NULL,0
21007181,"Brooklyn","Greenpoint","Entire home/apt",225,4,0,NULL,159
21009685,"Brooklyn","Bay Ridge","Private room",30,3,0,NULL,27
21009737,"Manhattan","Greenwich Village","Entire home/apt",400,30,0,NULL,90
21015751,"Manhattan","Chelsea","Entire home/apt",160,60,0,NULL,0
21016290,"Queens","Maspeth","Entire home/apt",125,7,0,NULL,0
21020869,"Manhattan","SoHo","Entire home/apt",695,3,0,NULL,1
21024792,"Manhattan","SoHo","Private room",80,21,0,NULL,0
21028467,"Brooklyn","Sunset Park","Private room",80,4,0,NULL,0
21031177,"Manhattan","East Village","Private room",100,2,0,NULL,99
21038103,"Manhattan","West Village","Private room",425,1,0,NULL,125
21044271,"Manhattan","Chelsea","Entire home/apt",125,3,0,NULL,0
21045283,"Manhattan","Financial District","Shared room",299,1,0,NULL,83
21051477,"Brooklyn","East New York","Private room",30,1,0,NULL,174
21081875,"Manhattan","East Harlem","Private room",70,1,0,NULL,0
21095546,"Brooklyn","Sunset Park","Entire home/apt",100,3,0,NULL,0
21098387,"Manhattan","Hell's Kitchen","Private room",150,2,0,NULL,0
21098555,"Manhattan","Murray Hill","Private room",222,30,0,NULL,364
21108458,"Brooklyn","Williamsburg","Private room",45,7,0,NULL,0
21119908,"Brooklyn","Bedford-Stuyvesant","Private room",100,1,0,NULL,0
21121441,"Manhattan","Chelsea","Entire home/apt",195,5,0,NULL,0
21121507,"Brooklyn","Bay Ridge","Private room",79,1,0,NULL,179
21135737,"Brooklyn","Greenpoint","Entire home/apt",150,3,0,NULL,0
21136103,"Brooklyn","Williamsburg","Private room",115,2,0,NULL,0
21136837,"Brooklyn","Bedford-Stuyvesant","Private room",45,4,0,NULL,0
21138554,"Brooklyn","Clinton Hill","Private room",50,14,0,NULL,0
21142363,"Manhattan","Upper West Side","Private room",110,30,0,NULL,0
21154544,"Manhattan","Harlem","Private room",50,15,0,NULL,0
21160332,"Brooklyn","Williamsburg","Entire home/apt",200,120,0,NULL,263
21163303,"Manhattan","Upper West Side","Private room",145,2,0,NULL,0
21169968,"Brooklyn","Greenpoint","Private room",60,10,0,NULL,89
21176417,"Brooklyn","Fort Greene","Private room",69,5,0,NULL,0
21177066,"Manhattan","Upper West Side","Private room",47,1,0,NULL,0
21177976,"Manhattan","Harlem","Private room",50,2,0,NULL,0
21184304,"Manhattan","Upper East Side","Entire home/apt",169,30,0,NULL,344
21188044,"Brooklyn","Flatlands","Entire home/apt",250,1,0,NULL,0
21192123,"Manhattan","Greenwich Village","Entire home/apt",275,120,0,NULL,235
21192430,"Manhattan","Murray Hill","Entire home/apt",195,30,0,NULL,364
21198038,"Brooklyn","Greenpoint","Entire home/apt",160,10,0,NULL,42
21200108,"Brooklyn","Cobble Hill","Entire home/apt",165,2,0,NULL,0
21202563,"Brooklyn","Greenpoint","Entire home/apt",200,3,0,NULL,0
21205650,"Manhattan","Murray Hill","Entire home/apt",175,30,0,NULL,364
21206002,"Manhattan","Murray Hill","Entire home/apt",175,30,0,NULL,364
21217698,"Manhattan","Morningside Heights","Private room",50,1,0,NULL,0
21219737,"Queens","Sunnyside","Private room",60,60,0,NULL,179
21226494,"Manhattan","Washington Heights","Shared room",60,1,0,NULL,0
21227092,"Brooklyn","Crown Heights","Private room",90,1,0,NULL,0
21230106,"Brooklyn","Bushwick","Entire home/apt",325,3,0,NULL,0
21231543,"Queens","Jamaica","Private room",135,1,0,NULL,365
21236786,"Queens","Astoria","Private room",95,1,0,NULL,177
21239226,"Manhattan","Gramercy","Entire home/apt",250,1,0,NULL,0
21239885,"Manhattan","Harlem","Private room",125,4,0,NULL,0
21253000,"Brooklyn","Bushwick","Shared room",35,30,0,NULL,312
21254856,"Queens","Ditmars Steinway","Private room",80,1,0,NULL,0
21276361,"Manhattan","SoHo","Entire home/apt",200,2,0,NULL,0
21292529,"Brooklyn","Bushwick","Private room",50,2,0,NULL,0
21295182,"Manhattan","Upper West Side","Entire home/apt",175,4,0,NULL,0
21295218,"Brooklyn","Bedford-Stuyvesant","Private room",60,7,0,NULL,49
21296249,"Queens","Astoria","Private room",180,6,0,NULL,83
21304935,"Queens","Cambria Heights","Private room",130,2,0,NULL,0
21305125,"Queens","Cambria Heights","Private room",120,2,0,NULL,0
21306332,"Manhattan","Chelsea","Entire home/apt",170,30,0,NULL,307
21310073,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",95,30,0,NULL,87
21311903,"Queens","Jamaica","Private room",135,1,0,NULL,365
21312075,"Queens","Jamaica","Private room",135,1,0,NULL,365
21312191,"Queens","Jamaica","Private room",135,1,0,NULL,365
21312283,"Queens","Briarwood","Private room",135,1,0,NULL,355
21312330,"Queens","Briarwood","Private room",135,1,0,NULL,355
21312403,"Queens","Jamaica","Private room",165,1,0,NULL,362
21312440,"Queens","Jamaica","Private room",165,1,0,NULL,360
21312495,"Queens","Jamaica","Private room",165,1,0,NULL,362
21312549,"Queens","Jamaica","Private room",165,1,0,NULL,355
21312732,"Queens","Briarwood","Private room",135,1,0,NULL,309
21317156,"Manhattan","Hell's Kitchen","Private room",79,5,0,NULL,0
21322742,"Manhattan","Midtown","Private room",180,2,0,NULL,0
21325114,"Brooklyn","Downtown Brooklyn","Private room",119,1,0,NULL,0
21346054,"Brooklyn","East New York","Private room",75,2,0,NULL,88
21353639,"Manhattan","Inwood","Private room",85,1,0,NULL,317
21354050,"Queens","Ridgewood","Private room",30,5,0,NULL,0
21355005,"Manhattan","Upper West Side","Private room",89,10,0,NULL,0
21356649,"Brooklyn","Bedford-Stuyvesant","Private room",60,3,0,NULL,89
21357119,"Manhattan","East Harlem","Entire home/apt",200,30,0,NULL,0
21357642,"Bronx","Concourse Village","Private room",80,1,0,NULL,88
21363936,"Brooklyn","Williamsburg","Entire home/apt",120,5,0,NULL,0
21366506,"Manhattan","Greenwich Village","Entire home/apt",395,2,0,NULL,0
21370205,"Manhattan","Hell's Kitchen","Private room",90,1,0,NULL,0
21377493,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",160,2,0,NULL,171
21378988,"Manhattan","Murray Hill","Entire home/apt",300,3,0,NULL,294
21384941,"Manhattan","Upper West Side","Entire home/apt",135,2,0,NULL,0
21385556,"Queens","Rosedale","Private room",125,3,0,NULL,0
21391447,"Manhattan","Nolita","Entire home/apt",300,3,0,NULL,0
21412438,"Queens","Elmhurst","Entire home/apt",90,5,0,NULL,0
21434285,"Manhattan","Midtown","Entire home/apt",350,2,0,NULL,178
21444621,"Brooklyn","Williamsburg","Entire home/apt",115,4,0,NULL,0
21446560,"Manhattan","Upper East Side","Private room",150,1,0,NULL,0
21450693,"Manhattan","Washington Heights","Shared room",75,1,0,NULL,0
21452670,"Manhattan","Harlem","Private room",36,1,0,NULL,0
21463041,"Brooklyn","Bushwick","Private room",89,2,0,NULL,0
21467493,"Brooklyn","Williamsburg","Private room",120,4,0,NULL,0
21470099,"Brooklyn","Williamsburg","Shared room",35,1,0,NULL,0
21473648,"Manhattan","Tribeca","Private room",200,1,0,NULL,0
21485867,"Brooklyn","Brownsville","Entire home/apt",62,2,0,NULL,0
21488093,"Manhattan","Upper East Side","Entire home/apt",750,4,0,NULL,0
21490787,"Brooklyn","Greenpoint","Entire home/apt",150,3,0,NULL,0
21490894,"Brooklyn","Bedford-Stuyvesant","Private room",60,3,0,NULL,0
21491460,"Bronx","Melrose","Private room",60,3,0,NULL,90
21501507,"Manhattan","Financial District","Entire home/apt",215,2,0,NULL,0
21502902,"Brooklyn","Bay Ridge","Private room",30,3,0,NULL,0
21504961,"Brooklyn","Carroll Gardens","Entire home/apt",90,6,0,NULL,0
21520497,"Bronx","Morrisania","Entire home/apt",50,1,0,NULL,0
21524324,"Manhattan","Midtown","Private room",300,3,0,NULL,0
21528920,"Brooklyn","Flatbush","Private room",39,7,0,NULL,0
21536775,"Brooklyn","Williamsburg","Private room",120,2,0,NULL,0
21537886,"Brooklyn","Greenpoint","Shared room",45,7,0,NULL,0
21546050,"Queens","Long Island City","Entire home/apt",90,6,0,NULL,0
21548054,"Manhattan","East Village","Entire home/apt",400,30,0,NULL,119
21550105,"Manhattan","Morningside Heights","Private room",75,3,0,NULL,0
21550717,"Brooklyn","Kensington","Entire home/apt",32,1,0,NULL,0
21558144,"Brooklyn","Bedford-Stuyvesant","Private room",49,1,0,NULL,0
21562024,"Brooklyn","Fort Greene","Entire home/apt",200,2,0,NULL,0
21564596,"Manhattan","East Harlem","Private room",70,4,0,NULL,0
21580765,"Brooklyn","Bedford-Stuyvesant","Private room",32,1,0,NULL,0
21581375,"Brooklyn","Park Slope","Private room",65,1,0,NULL,0
21589646,"Manhattan","East Village","Shared room",120,2,0,NULL,0
21592198,"Manhattan","East Village","Entire home/apt",157,30,0,NULL,0
21592497,"Manhattan","Financial District","Private room",100,11,0,NULL,0
21594091,"Brooklyn","Bushwick","Private room",45,7,0,NULL,0
21595314,"Manhattan","Murray Hill","Entire home/apt",375,3,0,NULL,0
21597223,"Queens","Ditmars Steinway","Private room",47,1,0,NULL,0
21601631,"Brooklyn","Williamsburg","Entire home/apt",102,3,0,NULL,0
21604003,"Manhattan","Harlem","Private room",59,1,0,NULL,0
21604766,"Manhattan","Midtown","Private room",489,2,0,NULL,311
21605495,"Manhattan","East Village","Private room",90,4,0,NULL,0
21608234,"Brooklyn","Crown Heights","Private room",120,1,0,NULL,0
21610489,"Manhattan","Midtown","Entire home/apt",210,29,0,NULL,340
21610552,"Brooklyn","Bushwick","Private room",120,2,0,NULL,0
21612043,"Brooklyn","Bedford-Stuyvesant","Private room",45,5,0,NULL,0
21619277,"Manhattan","NoHo","Entire home/apt",249,10,0,NULL,0
21627794,"Manhattan","Lower East Side","Shared room",33,100,0,NULL,308
21627938,"Manhattan","Lower East Side","Shared room",29,100,0,NULL,341
21631186,"Brooklyn","East New York","Private room",55,30,0,NULL,364
21631407,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",100,1,0,NULL,0
21635240,"Brooklyn","Flatbush","Private room",70,3,0,NULL,0
21642874,"Brooklyn","Williamsburg","Entire home/apt",300,2,0,NULL,0
21643210,"Brooklyn","Gowanus","Private room",40,5,0,NULL,0
21646375,"Queens","Rosedale","Private room",67,5,0,NULL,90
21646838,"Brooklyn","Clinton Hill","Entire home/apt",125,25,0,NULL,172
21649044,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",99,2,0,NULL,0
21652744,"Brooklyn","Crown Heights","Private room",31,6,0,NULL,0
21660742,"Brooklyn","Fort Greene","Entire home/apt",150,5,0,NULL,0
21662801,"Manhattan","Chelsea","Entire home/apt",239,30,0,NULL,364
21665632,"Manhattan","SoHo","Entire home/apt",1000,5,0,NULL,364
21666641,"Brooklyn","Bay Ridge","Private room",55,3,0,NULL,0
21667615,"Brooklyn","Brooklyn Heights","Entire home/apt",150,30,0,NULL,65
21668647,"Queens","Richmond Hill","Private room",45,2,0,NULL,363
21669411,"Brooklyn","Crown Heights","Private room",31,7,0,NULL,0
21674032,"Brooklyn","Williamsburg","Entire home/apt",100,3,0,NULL,0
21676677,"Queens","Sunnyside","Entire home/apt",82,21,0,NULL,0
21677637,"Manhattan","Harlem","Entire home/apt",200,3,0,NULL,0
21679639,"Brooklyn","Greenpoint","Entire home/apt",95,3,0,NULL,0
21680914,"Brooklyn","Williamsburg","Private room",148,2,0,NULL,0
21682816,"Manhattan","Chelsea","Private room",120,4,0,NULL,0
21683672,"Manhattan","Upper West Side","Private room",80,2,0,NULL,0
21683921,"Brooklyn","Williamsburg","Private room",90,3,0,NULL,0
21684804,"Manhattan","East Village","Entire home/apt",500,6,0,NULL,0
21695365,"Brooklyn","Crown Heights","Private room",36,10,0,NULL,0
21695929,"Queens","Sunnyside","Private room",50,5,0,NULL,0
21698534,"Brooklyn","Williamsburg","Private room",120,1,0,NULL,0
21698837,"Brooklyn","Bedford-Stuyvesant","Private room",250,1,0,NULL,0
21700582,"Manhattan","Harlem","Private room",125,3,0,NULL,0
21706896,"Manhattan","East Village","Private room",150,2,0,NULL,0
21710807,"Manhattan","East Harlem","Private room",75,3,0,NULL,0
21715410,"Queens","Flushing","Entire home/apt",95,30,0,NULL,214
21718049,"Manhattan","Chelsea","Entire home/apt",185,7,0,NULL,0
21728681,"Manhattan","East Village","Entire home/apt",250,1,0,NULL,0
21729121,"Brooklyn","Park Slope","Entire home/apt",105,5,0,NULL,0
21729245,"Queens","Astoria","Entire home/apt",70,1,0,NULL,0
21730105,"Brooklyn","Fort Greene","Private room",75,2,0,NULL,0
21733463,"Brooklyn","Bushwick","Private room",55,8,0,NULL,0
21736059,"Manhattan","Harlem","Private room",50,13,0,NULL,0
21736598,"Brooklyn","Williamsburg","Entire home/apt",275,4,0,NULL,5
21737535,"Manhattan","Lower East Side","Private room",69,5,0,NULL,0
21738176,"Manhattan","Harlem","Entire home/apt",125,20,0,NULL,0
21740278,"Brooklyn","Williamsburg","Entire home/apt",92,3,0,NULL,0
21740858,"Brooklyn","Bushwick","Shared room",20,1,0,NULL,0
